id,code,description,category
4265,L252,UNSPECIFIED CONTACT DERMATITIS DUE TO DYES,12
4266,L253,UNSPECIFIED CONTACT DERMATITIS DUE TO OTHER CHEMICAL PRODUCTS,12
4267,L254,UNSPECIFIED CONTACT DERMATITIS DUE TO FOOD IN CONTACT WITH SKIN,12
4268,L255,"UNSPECIFIED CONTACT DERMATITIS DUE TO PLANTS, EXCEPT FOOD",12
4269,L258,UNSPECIFIED CONTACT DERMATITIS DUE TO OTHER AGENTS,12
4270,L259,"UNSPECIFIED CONTACT DERMATITIS, UNSPECIFIED CAUSE",12
4271,L26X,EXFOLIATIVE DERMATITIS,12
4272,L270,GENERALIZED SKIN ERUPTION DUE TO DRUGS AND MEDICAMENTS,12
4273,L271,LOCALIZED SKIN ERUPTION DUE TO DRUGS AND MEDICAMENTS,12
4274,L272,DERMATITIS DUE TO INGESTED FOOD,12
4275,L278,DERMATITIS DUE TO OTHER SUBSTANCES TAKEN INTERNALLY,12
4276,L279,DERMATITIS DUE TO UNSPECIFIED SUBSTANCE TAKEN INTERNALLY,12
4277,L280,LICHEN SIMPLEX CHRONICUS,12
4278,L281,PRURIGO NODULARIS,12
4279,L282,OTHER PRURIGO,12
4280,L290,PRURITUS ANI,12
4281,L291,PRURITUS SCROTI,12
4282,L292,PRURITUS VULVAE,12
4283,L293,"ANOGENITAL PRURITUS, UNSPECIFIED",12
4284,L298,OTHER PRURITUS,12
4285,L299,"PRURITUS, UNSPECIFIED",12
4286,L300,NUMMULAR DERMATITIS,12
4287,L301,DYSHIDROSIS [POMPHOLYX],12
4288,L302,CUTANEOUS AUTOSENSITIZATION,12
4289,L303,INFECTIVE DERMATITIS,12
4290,L304,ERYTHEMA INTERTRIGO,12
4291,L305,PITYRIASIS ALBA,12
4292,L308,OTHER SPECIFIED DERMATITIS,12
4293,L309,"DERMATITIS, UNSPECIFIED",12
4294,L400,PSORIASIS VULGARIS,12
4295,L401,GENERALIZED PUSTULAR PSORIASIS,12
4296,L402,ACRODERMATITIS CONTINUA,12
4297,L403,PUSTULOSIS PALMARIS ET PLANTARIS,12
4298,L404,GUTTATE PSORIASIS,12
4299,L405,ARTHROPATHIC PSORIASIS,12
4300,L408,OTHER PSORIASIS,12
4301,L409,"PSORIASIS, UNSPECIFIED",12
4302,L410,PITYRIASIS LICHENOIDES ET VARIOLIFORMIS ACUTA,12
4303,L411,PITYRIASIS LICHENOIDES CHRONICA,12
4304,L412,LYMPHOMATOID PAPULOSIS,12
4305,L413,SMALL PLAQUE PARAPSORIASIS,12
4306,L414,LARGE PLAQUE PARAPSORIASIS,12
4307,L415,RETIFORM PARAPSORIASIS,12
4308,L418,OTHER PARAPSORIASIS,12
4309,L419,"PARAPSORIASIS, UNSPECIFIED",12
4310,L42X,PITYRIASIS ROSEA,12
4311,L430,HYPERTROPHIC LICHEN PLANUS,12
4312,L431,BULLOUS LICHEN PLANUS,12
4313,L432,LICHENOID DRUG REACTION,12
4314,L433,SUBACUTE (ACTIVE) LICHEN PLANUS,12
4315,L438,OTHER LICHEN PLANUS,12
4316,L439,"LICHEN PLANUS, UNSPECIFIED",12
4317,L440,PITYRIASIS RUBRA PILARIS,12
4318,L441,LICHEN NITIDUS,12
4319,L442,LICHEN STRIATUS,12
4320,L443,LICHEN RUBER MONILIFORMIS,12
4321,L444,INFANTILE PAPULAR ACRODERMATITIS [GIANNOTTI-CROSTI],12
4322,L448,OTHER SPECIFIED PAPULOSQUAMOUS DISORDERS,12
4323,L449,"PAPULOSQUAMOUS DISORDER, UNSPECIFIED",12
4324,L45X,PAPULOSQUAMOUS DISORDERS IN DISEASES CLASSIFIED ELSEWHERE,12
4325,L500,ALLERGIC URTICARIA,12
4326,L501,IDIOPATHIC URTICARIA,12
4327,L502,URTICARIA DUE TO COLD AND HEAT,12
4328,L503,DERMATOGRAPHIC URTICARIA,12
4329,L504,VIBRATORY URTICARIA,12
4330,L505,CHOLINERGIC URTICARIA,12
4331,L506,CONTACT URTICARIA,12
4332,L508,OTHER URTICARIA,12
4333,L509,"URTICARIA, UNSPECIFIED",12
4334,L510,NONBULLOUS ERYTHEMA MULTIFORME,12
4335,L511,BULLOUS ERYTHEMA MULTIFORME,12
4336,L512,TOXIC EPIDERMAL NECROLYSIS [LYELL],12
4337,L518,OTHER ERYTHEMA MULTIFORME,12
4338,L519,"ERYTHEMA MULTIFORME, UNSPECIFIED",12
4339,L52X,ERYTHEMA NODOSUM,12
4340,L530,TOXIC ERYTHEMA,12
4341,L531,ERYTHEMA ANNULARE CENTRIFUGUM,12
4342,L532,ERYTHEMA MARGINATUM,12
4343,L533,OTHER CHRONIC FIGURATE ERYTHEMA,12
4344,L538,OTHER SPECIFIED ERYTHEMATOUS CONDITIONS,12
4345,L539,"ERYTHEMATOUS CONDITION, UNSPECIFIED",12
4346,L540,ERYTHEMA MARGINATUM IN ACUTE RHEUMATIC FEVER,12
4347,L548,ERYTHEMA IN OTHER DISEASES CLASSIFIED ELSEWHERE,12
4348,L550,SUNBURN OF FIRST DEGREE,12
4349,L551,SUNBURN OF SECOND DEGREE,12
4350,L552,SUNBURN OF THIRD DEGREE,12
4351,L558,OTHER SUNBURN,12
4352,L559,"SUNBURN, UNSPECIFIED",12
4353,L560,DRUG PHOTOTOXIC RESPONSE,12
4354,L561,DRUG PHOTOALLERGIC RESPONSE,12
4355,L562,PHOTOCONTACT DERMATITIS [BERLOQUE DERMATITIS],12
4356,L563,SOLAR URTICARIA,12
4357,L564,POLYMORPHOUS LIGHT ERUPTION,12
4358,L568,OTHER SPECIFIED ACUTE SKIN CHANGES DUE TO ULTRAVIOLET RADIATION,12
4359,L569,"ACUTE SKIN CHANGE DUE TO ULTRAVIOLET RADIATION, UNSPECIFIED",12
4360,L570,ACTINIC KERATOSIS,12
4361,L571,ACTINIC RETICULOID,12
4362,L572,CUTIS RHOMBOIDALIS NUCHAE,12
4363,L573,POIKILODERMA OF CIVATTE,12
4364,L574,CUTIS LAXA SENILIS,12
4365,L575,ACTINIC GRANULOMA,12
4366,L578,OTHER SKIN CHANGES DUE TO CHRONIC EXPOSURE TO NONIONIZING RADIATION,12
4367,L579,"SKIN CHANGES DUE TO CHRONIC EXPOSURE TO NONIONIZING RADIATION, UNSPECIFIED",12
4368,L580,ACUTE RADIODERMATITIS,12
4369,L581,CHRONIC RADIODERMATITIS,12
4370,L589,"RADIODERMATITIS, UNSPECIFIED",12
4371,L590,ERYTHEMA AB IGNE [DERMATITIS AB IGNE],12
4372,L598,OTHER SPECIFIED DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE RELATED TO RADIATION,12
4373,L599,"DISORDER OF SKIN AND SUBCUTANEOUS TISSUE RELATED TO RADIATION, UNSPECIFIED",12
4374,L600,INGROWING NAIL,12
4375,L601,ONYCHOLYSIS,12
4376,L602,ONYCHOGRYPHOSIS,12
4377,L603,NAIL DYSTROPHY,12
4378,L604,BEAU'S LINES,12
4379,L605,YELLOW NAIL SYNDROME,12
4380,L608,OTHER NAIL DISORDERS,12
4381,L609,"NAIL DISORDER, UNSPECIFIED",12
4382,L620,CLUBBED NAIL PACHYDERMOPERIOSTOSIS,12
4383,L628,NAIL DISORDERS IN OTHER DISEASES CLASSIFIED ELSEWHERE,12
4384,L630,ALOPECIA (CAPITIS) TOTALIS,12
4385,L631,ALOPECIA UNIVERSALIS,12
4386,L632,OPHIASIS,12
4387,L638,OTHER ALOPECIA AREATA,12
4388,L639,"ALOPECIA AREATA, UNSPECIFIED",12
4389,L640,DRUG-INDUCED ANDROGENIC ALOPECIA,12
4390,L648,OTHER ANDROGENIC ALOPECIA,12
4391,L649,"ANDROGENIC ALOPECIA, UNSPECIFIED",12
4392,L650,TELOGEN EFFLUVIUM,12
4393,L651,ANAGEN EFFLUVIUM,12
4394,L652,ALOPECIA MUCINOSA,12
4395,L658,OTHER SPECIFIED NONSCARRING HAIR LOSS,12
4396,L659,"NONSCARRING HAIR LOSS, UNSPECIFIED",12
4397,L660,PSEUDOPELADE,12
4398,L661,LICHEN PLANOPILARIS,12
4399,L662,FOLLICULITIS DECALVANS,12
4400,L663,PERIFOLLICULITIS CAPITIS ABSCEDENS,12
4401,L664,FOLLICULITIS ULERYTHEMATOSA RETICULATA,12
4402,L668,OTHER CICATRICIAL ALOPECIA,12
4403,L669,"CICATRICIAL ALOPECIA, UNSPECIFIED",12
4404,L670,TRICHORRHEXIS NODOSA,12
4405,L671,VARIATIONS IN HAIR COLOUR,12
4406,L678,OTHER HAIR COLOUR AND HAIR SHAFT ABNORMALITIES,12
4407,L679,"HAIR COLOUR AND HAIR SHAFT ABNORMALITY, UNSPECIFIED",12
4408,L680,HIRSUTISM,12
4409,L681,ACQUIRED HYPERTRICHOSIS LANUGINOSA,12
4410,L682,LOCALIZED HYPERTRICHOSIS,12
4411,L683,POLYTRICHIA,12
4412,L688,OTHER HYPERTRICHOSIS,12
4413,L689,"HYPERTRICHOSIS, UNSPECIFIED",12
4414,L700,ACNE VULGARIS,12
4415,L701,ACNE CONGLOBATA,12
4416,L702,ACNE VARIOLIFORMIS,12
4417,L703,ACNE TROPICA,12
4418,L704,INFANTILE ACNE,12
4419,L705,ACN?? EXCORI??E DES JEUNES FILLES,12
4420,L708,OTHER ACNE,12
4421,L709,"ACNE, UNSPECIFIED",12
4422,L710,PERIORAL DERMATITIS,12
4423,L711,RHINOPHYMA,12
4424,L718,OTHER ROSACEA,12
4425,L719,"ROSACEA, UNSPECIFIED",12
4426,L720,EPIDERMAL CYST,12
4427,L721,TRICHILEMMAL CYST,12
4428,L722,STEATOCYSTOMA MULTIPLEX,12
4429,L728,OTHER FOLLICULAR CYSTS OF SKIN AND SUBCUTANEOUS TISSUE,12
4430,L729,"FOLLICULAR CYST OF SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED",12
4431,L730,ACNE KELOID,12
4432,L731,PSEUDOFOLLICULITIS BARBAE,12
4433,L732,HIDRADENITIS SUPPURATIVA,12
4434,L738,OTHER SPECIFIED FOLLICULAR DISORDERS,12
4435,L739,"FOLLICULAR DISORDER, UNSPECIFIED",12
4436,L740,MILIARIA RUBRA,12
4437,L741,MILIARIA CRYSTALLINA,12
4438,L742,MILIARIA PROFUNDA,12
4439,L743,"MILIARIA, UNSPECIFIED",12
4440,L744,ANHIDROSIS,12
4441,L748,OTHER ECCRINE SWEAT DISORDERS,12
4442,L749,"ECCRINE SWEAT DISORDER, UNSPECIFIED",12
4443,L750,BROMHIDROSIS,12
4444,L751,CHROMHIDROSIS,12
4445,L752,APOCRINE MILIARIA,12
4446,L758,OTHER APOCRINE SWEAT DISORDERS,12
4447,L759,"APOCRINE SWEAT DISORDER, UNSPECIFIED",12
4448,L80X,VITILIGO,12
4449,L810,POSTINFLAMMATORY HYPERPIGMENTATION,12
4450,L811,CHLOASMA,12
4451,L812,FRECKLES,12
4452,L813,CAF?? AU LAIT SPOTS,12
4453,L814,OTHER MELANIN HYPERPIGMENTATION,12
4454,L815,"LEUKODERMA, NOT ELSEWHERE CLASSIFIED",12
4455,L816,OTHER DISORDERS OF DIMINISHED MELANIN FORMATION,12
4456,L817,PIGMENTED PURPURIC DERMATOSIS,12
4457,L818,OTHER SPECIFIED DISORDERS OF PIGMENTATION,12
4458,L819,"DISORDER OF PIGMENTATION, UNSPECIFIED",12
4459,L82X,SEBORRHOEIC KERATOSIS,12
4460,L83X,ACANTHOSIS NIGRICANS,12
4461,L84X,CORNS AND CALLOSITIES,12
4462,L850,ACQUIRED ICHTHYOSIS,12
4463,L851,ACQUIRED KERATOSIS [KERATODERMA] PALMARIS ET PLANTARIS,12
4464,L852,KERATOSIS PUNCTATA (PALMARIS ET PLANTARIS),12
4465,L853,XEROSIS CUTIS,12
4466,L858,OTHER SPECIFIED EPIDERMAL THICKENING,12
4467,L859,"EPIDERMAL THICKENING, UNSPECIFIED",12
4468,L86X,KERATODERMA IN DISEASES CLASSIFIED ELSEWHERE,12
4469,L870,KERATOSIS FOLLICULARIS ET PARAFOLLICULARIS IN CUTEM PENETRANS [KYRLE],12
4470,L871,REACTIVE PERFORATING COLLAGENOSIS,12
4471,L872,ELASTOSIS PERFORANS SERPIGINOSA,12
4472,L878,OTHER TRANSEPIDERMAL ELIMINATION DISORDERS,12
4473,L879,"TRANSEPIDERMAL ELIMINATION DISORDER, UNSPECIFIED",12
4474,L88X,PYODERMA GANGRENOSUM,12
4475,L89X,DECUBITUS ULCER,12
4476,L900,LICHEN SCLEROSUS ET ATROPHICUS,12
4477,L901,ANETODERMA OF SCHWENINGER-BUZZI,12
4478,L902,ANETODERMA OF JADASSOHN-PELLIZZARI,12
4479,L903,ATROPHODERMA OF PASINI AND PIERINI,12
4480,L904,ACRODERMATITIS CHRONICA ATROPHICANS,12
4481,L905,SCAR CONDITIONS AND FIBROSIS OF SKIN,12
4482,L906,STRIAE ATROPHICAE,12
4483,L908,OTHER ATROPHIC DISORDERS OF SKIN,12
4484,L909,"ATROPHIC DISORDER OF SKIN, UNSPECIFIED",12
4485,L910,KELOID SCAR,12
4486,L918,OTHER HYPERTROPHIC DISORDERS OF SKIN,12
4487,L919,"HYPERTROPHIC DISORDER OF SKIN, UNSPECIFIED",12
4488,L920,GRANULOMA ANNULARE,12
4489,L921,"NECROBIOSIS LIPOIDICA, NOT ELSEWHERE CLASSIFIED",12
4490,L922,GRANULOMA FACIALE [EOSINOPHILIC GRANULOMA OF SKIN],12
4491,L923,FOREIGN BODY GRANULOMA OF SKIN AND SUBCUTANEOUS TISSUE,12
4492,L928,OTHER GRANULOMATOUS DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE,12
4493,L929,"GRANULOMATOUS DISORDER OF SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED",12
4494,L930,DISCOID LUPUS ERYTHEMATOSUS,12
4495,L931,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,12
4496,L932,OTHER LOCAL LUPUS ERYTHEMATOSUS,12
4497,L940,LOCALIZED SCLERODERMA [MORPHEA],12
4498,L941,LINEAR SCLERODERMA,12
4499,L942,CALCINOSIS CUTIS,12
4500,L943,SCLERODACTYLY,12
4501,L944,GOTTRON'S PAPULES,12
4502,L945,POIKILODERMA VASCULARE ATROPHICANS,12
4503,L946,AINHUM,12
4504,L948,OTHER SPECIFIED LOCALIZED CONNECTIVE TISSUE DISORDERS,12
4505,L949,"LOCALIZED CONNECTIVE TISSUE DISORDER, UNSPECIFIED",12
4506,L950,LIVEDOID VASCULITIS,12
4507,L951,ERYTHEMA ELEVATUM DIUTINUM,12
4508,L958,OTHER VASCULITIS LIMITED TO SKIN,12
4509,L959,"VASCULITIS LIMITED TO SKIN, UNSPECIFIED",12
4510,L97X,"ULCER OF LOWER LIMB, NOT ELSEWHERE CLASSIFIED",12
4511,L980,PYOGENIC GRANULOMA,12
4512,L981,FACTITIAL DERMATITIS,12
4513,L982,FEBRILE NEUTROPHILIC DERMATOSIS [SWEET],12
4514,L983,EOSINOPHILIC CELLULITIS [WELLS],12
4515,L984,"CHRONIC ULCER OF SKIN, NOT ELSEWHERE CLASSIFIED",12
4516,L985,MUCINOSIS OF SKIN,12
4517,L986,OTHER INFILTRATIVE DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE,12
4518,L988,OTHER SPECIFIED DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE,12
4519,L989,"DISORDER OF SKIN AND SUBCUTANEOUS TISSUE, UNSPECIFIED",12
4520,L990,AMYLOIDOSIS OF SKIN,12
4521,L998,OTHER SPECIFIED DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE IN DISEASES CLASSIFIED ELSEWHERE,12
4522,M000,STAPHYLOCOCCAL ARTHRITIS AND POLYARTHRITIS,13
4523,M001,PNEUMOCOCCAL ARTHRITIS AND POLYARTHRITIS,13
4524,M002,OTHER STREPTOCOCCAL ARTHRITIS AND POLYARTHRITIS,13
4525,M008,ARTHRITIS AND POLYARTHRITIS DUE TO OTHER SPECIFIED BACTERIAL AGENTS,13
4526,M009,"PYOGENIC ARTHRITIS, UNSPECIFIED",13
4527,M010,MENINGOCOCCAL ARTHRITIS,13
4528,M011,TUBERCULOUS ARTHRITIS,13
4529,M012,ARTHRITIS IN LYME DISEASE,13
4530,M013,ARTHRITIS IN OTHER BACTERIAL DISEASES CLASSIFIED ELSEWHERE,13
4531,M014,RUBELLA ARTHRITIS,13
4532,M015,ARTHRITIS IN OTHER VIRAL DISEASES CLASSIFIED ELSEWHERE,13
4533,M016,ARTHRITIS IN MYCOSES,13
4534,M018,ARTHRITIS IN OTHER INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE,13
4535,M020,ARTHROPATHY FOLLOWING INTESTINAL BYPASS,13
4536,M021,POSTDYSENTERIC ARTHROPATHY,13
4537,M022,POSTIMMUNIZATION ARTHROPATHY,13
4538,M023,REITER'S DISEASE,13
4539,M028,OTHER REACTIVE ARTHROPATHIES,13
4540,M029,"REACTIVE ARTHROPATHY, UNSPECIFIED",13
4541,M030,POSTMENINGOCOCCAL ARTHRITIS,13
4542,M031,POSTINFECTIVE ARTHROPATHY IN SYPHILIS,13
4543,M032,OTHER POSTINFECTIOUS ARTHROPATHIES IN DISEASES CLASSIFIED ELSEWHERE,13
4544,M036,REACTIVE ARTHROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE,13
4545,M050,FELTY'S SYNDROME,13
4546,M051,RHEUMATOID LUNG DISEASE,13
4547,M052,RHEUMATOID VASCULITIS,13
4548,M053,RHEUMATOID ARTHRITIS WITH INVOLVEMENT OF OTHER ORGANS AND SYSTEMS,13
4549,M058,OTHER SEROPOSITIVE RHEUMATOID ARTHRITIS,13
4550,M059,"SEROPOSITIVE RHEUMATOID ARTHRITIS, UNSPECIFIED",13
4551,M060,SERONEGATIVE RHEUMATOID ARTHRITIS,13
4552,M061,ADULT-ONSET STILL'S DISEASE,13
4553,M062,RHEUMATOID BURSITIS,13
4554,M063,RHEUMATOID NODULE,13
4555,M064,INFLAMMATORY POLYARTHROPATHY,13
4556,M068,OTHER SPECIFIED RHEUMATOID ARTHRITIS,13
4557,M069,"RHEUMATOID ARTHRITIS, UNSPECIFIED",13
4558,M070,DISTAL INTERPHALANGEAL PSORIATIC ARTHROPATHY,13
4559,M071,ARTHRITIS MUTILANS,13
4560,M072,PSORIATIC SPONDYLITIS,13
4561,M073,OTHER PSORIATIC ARTHROPATHIES,13
4562,M074,ARTHROPATHY IN CROHN'S DISEASE [REGIONAL ENTERITIS],13
4563,M075,ARTHROPATHY IN ULCERATIVE COLITIS,13
4564,M076,OTHER ENTEROPATHIC ARTHROPATHIES,13
4565,M080,JUVENILE RHEUMATOID ARTHRITIS,13
4566,M081,JUVENILE ANKYLOSING SPONDYLITIS,13
4567,M082,JUVENILE ARTHRITIS WITH SYSTEMIC ONSET,13
4568,M083,JUVENILE POLYARTHRITIS (SERONEGATIVE),13
4569,M084,PAUCIARTICULAR JUVENILE ARTHRITIS,13
4570,M088,OTHER JUVENILE ARTHRITIS,13
4571,M089,"JUVENILE ARTHRITIS, UNSPECIFIED",13
4572,M090,JUVENILE ARTHRITIS IN PSORIASIS,13
4573,M091,JUVENILE ARTHRITIS IN CROHN'S DISEASE [REGIONAL ENTERITIS],13
4574,M092,JUVENILE ARTHRITIS IN ULCERATIVE COLITIS,13
4575,M098,JUVENILE ARTHRITIS IN OTHER DISEASES CLASSIFIED ELSEWHERE,13
4576,M100,IDIOPATHIC GOUT,13
4577,M101,LEAD-INDUCED GOUT,13
4578,M102,DRUG-INDUCED GOUT,13
4579,M103,GOUT DUE TO IMPAIRMENT OF RENAL FUNCTION,13
4580,M104,OTHER SECONDARY GOUT,13
4581,M109,"GOUT, UNSPECIFIED",13
4582,M110,HYDROXYAPATITE DEPOSITION DISEASE,13
4583,M111,FAMILIAL CHONDROCALCINOSIS,13
4584,M112,OTHER CHONDROCALCINOSIS,13
4585,M118,OTHER SPECIFIED CRYSTAL ARTHROPATHIES,13
4586,M119,"CRYSTAL ARTHROPATHY, UNSPECIFIED",13
4587,M120,CHRONIC POSTRHEUMATIC ARTHROPATHY [JACCOUD],13
4588,M121,KASCHIN-BECK DISEASE,13
4589,M122,VILLONODULAR SYNOVITIS (PIGMENTED),13
4590,M123,PALINDROMIC RHEUMATISM,13
4591,M124,INTERMITTENT HYDRARTHROSIS,13
4592,M125,TRAUMATIC ARTHROPATHY,13
4593,M128,"OTHER SPECIFIC ARTHROPATHIES, NOT ELSEWHERE CLASSIFIED",13
4594,M130,"POLYARTHRITIS, UNSPECIFIED",13
4595,M131,"MONOARTHRITIS, NOT ELSEWHERE CLASSIFIED",13
4596,M138,OTHER SPECIFIED ARTHRITIS,13
4597,M139,"ARTHRITIS, UNSPECIFIED",13
4598,M140,GOUTY ARTHROPATHY DUE TO ENZYME DEFECTS AND OTHER INHERITED DISORDERS,13
4599,M141,CRYSTAL ARTHROPATHY IN OTHER METABOLIC DISORDERS,13
4600,M142,DIABETIC ARTHROPATHY,13
4601,M143,LIPOID DERMATOARTHRITIS,13
4602,M144,ARTHROPATHY IN AMYLOIDOSIS,13
4603,M145,"ARTHROPATHIES IN OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS",13
4604,M146,NEUROPATHIC ARTHROPATHY,13
4605,M148,ARTHROPATHIES IN OTHER SPECIFIED DISEASES CLASSIFIED ELSEWHERE,13
4606,M150,PRIMARY GENERALIZED (OSTEO)ARTHROSIS,13
4607,M151,HEBERDEN'S NODES (WITH ARTHROPATHY),13
4608,M152,BOUCHARD'S NODES (WITH ARTHROPATHY),13
4609,M153,SECONDARY MULTIPLE ARTHROSIS,13
4610,M154,EROSIVE (OSTEO)ARTHROSIS,13
4611,M158,OTHER POLYARTHROSIS,13
4612,M159,"POLYARTHROSIS, UNSPECIFIED",13
4613,M160,"PRIMARY COXARTHROSIS, BILATERAL",13
4614,M161,OTHER PRIMARY COXARTHROSIS,13
4615,M162,"COXARTHROSIS RESULTING FROM DYSPLASIA, BILATERAL",13
4616,M163,OTHER DYSPLASTIC COXARTHROSIS,13
4617,M164,"POST-TRAUMATIC COXARTHROSIS, BILATERAL",13
4618,M165,OTHER POST-TRAUMATIC COXARTHROSIS,13
4619,M166,"OTHER SECONDARY COXARTHROSIS, BILATERAL",13
4620,M167,OTHER SECONDARY COXARTHROSIS,13
4621,M169,"COXARTHROSIS, UNSPECIFIED",13
4622,M170,"PRIMARY GONARTHROSIS, BILATERAL",13
4623,M171,OTHER PRIMARY GONARTHROSIS,13
4624,M172,"POST-TRAUMATIC GONARTHROSIS, BILATERAL",13
4625,M173,OTHER POST-TRAUMATIC GONARTHROSIS,13
4626,M174,"OTHER SECONDARY GONARTHROSIS, BILATERAL",13
4627,M175,OTHER SECONDARY GONARTHROSIS,13
4628,M179,"GONARTHROSIS, UNSPECIFIED",13
4629,M180,"PRIMARY ARTHROSIS OF FIRST CARPOMETACARPAL JOINTS, BILATERAL",13
4630,M181,OTHER PRIMARY ARTHROSIS OF FIRST CARPOMETACARPAL JOINT,13
4631,M182,"POST-TRAUMATIC ARTHROSIS OF FIRST CARPOMETACARPAL JOINTS, BILATERAL",13
4632,M183,OTHER POST-TRAUMATIC ARTHROSIS OF FIRST CARPOMETACARPAL JOINT,13
4633,M184,"OTHER SECONDARY ARTHROSIS OF FIRST CARPOMETACARPAL JOINTS, BILATERAL",13
4634,M185,OTHER SECONDARY ARTHROSIS OF FIRST CARPOMETACARPAL JOINT,13
4635,M189,"ARTHROSIS OF FIRST CARPOMETACARPAL JOINT, UNSPECIFIED",13
4636,M190,PRIMARY ARTHROSIS OF OTHER JOINTS,13
4637,M191,POST-TRAUMATIC ARTHROSIS OF OTHER JOINTS,13
4638,M192,OTHER SECONDARY ARTHROSIS,13
4639,M198,OTHER SPECIFIED ARTHROSIS,13
4640,M199,"ARTHROSIS, UNSPECIFIED",13
4641,M200,DEFORMITY OF FINGER(S),13
4642,M201,HALLUX VALGUS (ACQUIRED),13
4643,M202,HALLUX RIGIDUS,13
4644,M203,OTHER DEFORMITY OF HALLUX (ACQUIRED),13
4645,M204,OTHER HAMMER TOE(S) (ACQUIRED),13
4646,M205,OTHER DEFORMITIES OF TOE(S) (ACQUIRED),13
4647,M206,"ACQUIRED DEFORMITY OF TOE(S), UNSPECIFIED",13
4648,M210,"VALGUS DEFORMITY, NOT ELSEWHERE CLASSIFIED",13
4649,M211,"VARUS DEFORMITY, NOT ELSEWHERE CLASSIFIED",13
4650,M212,FLEXION DEFORMITY,13
4651,M213,WRIST OR FOOT DROP (ACQUIRED),13
4652,M214,FLAT FOOT [PES PLANUS] (ACQUIRED),13
4653,M215,"ACQUIRED CLAWHAND, CLUBHAND, CLAWFOOT AND CLUBFOOT",13
4654,M216,OTHER ACQUIRED DEFORMITIES OF ANKLE AND FOOT,13
4655,M217,UNEQUAL LIMB LENGTH (ACQUIRED),13
4656,M218,OTHER SPECIFIED ACQUIRED DEFORMITIES OF LIMBS,13
4657,M219,"ACQUIRED DEFORMITY OF LIMB, UNSPECIFIED",13
4658,M220,RECURRENT DISLOCATION OF PATELLA,13
4659,M221,RECURRENT SUBLUXATION OF PATELLA,13
4660,M222,PATELLOFEMORAL DISORDERS,13
4661,M223,OTHER DERANGEMENTS OF PATELLA,13
4662,M224,CHONDROMALACIA PATELLAE,13
4663,M228,OTHER DISORDERS OF PATELLA,13
4664,M229,"DISORDER OF PATELLA, UNSPECIFIED",13
4665,M230,CYSTIC MENISCUS,13
4666,M231,DISCOID MENISCUS (CONGENITAL),13
4667,M232,DERANGEMENT OF MENISCUS DUE TO OLD TEAR OR INJURY,13
4668,M233,OTHER MENISCUS DERANGEMENTS,13
4669,M234,LOOSE BODY IN KNEE,13
4670,M235,CHRONIC INSTABILITY OF KNEE,13
4671,M236,OTHER SPONTANEOUS DISRUPTION OF LIGAMENT(S) OF KNEE,13
4672,M238,OTHER INTERNAL DERANGEMENTS OF KNEE,13
4673,M239,"INTERNAL DERANGEMENT OF KNEE, UNSPECIFIED",13
4674,M240,LOOSE BODY IN JOINT,13
4675,M241,OTHER ARTICULAR CARTILAGE DISORDERS,13
4676,M242,DISORDER OF LIGAMENT,13
4677,M243,"PATHOLOGICAL DISLOCATION AND SUBLUXATION OF JOINT, NOT ELSEWHERE CLASSIFIED",13
4678,M244,RECURRENT DISLOCATION AND SUBLUXATION OF JOINT,13
4679,M245,CONTRACTURE OF JOINT,13
4680,M246,ANKYLOSIS OF JOINT,13
4681,M247,PROTRUSIO ACETABULI,13
4682,M248,"OTHER SPECIFIC JOINT DERANGEMENTS, NOT ELSEWHERE CLASSIFIED",13
4683,M249,"JOINT DERANGEMENT, UNSPECIFIED",13
4684,M250,HAEMARTHROSIS,13
4685,M251,FISTULA OF JOINT,13
4686,M252,FLAIL JOINT,13
4687,M253,OTHER INSTABILITY OF JOINT,13
4688,M254,EFFUSION OF JOINT,13
4689,M255,PAIN IN JOINT,13
4690,M256,"STIFFNESS OF JOINT, NOT ELSEWHERE CLASSIFIED",13
4691,M257,OSTEOPHYTE,13
4692,M258,OTHER SPECIFIED JOINT DISORDERS,13
4693,M259,"JOINT DISORDER, UNSPECIFIED",13
4694,M300,POLYARTERITIS NODOSA,13
4695,M301,POLYARTERITIS WITH LUNG INVOLVEMENT [CHURG-STRAUSS],13
4696,M302,JUVENILE POLYARTERITIS,13
4697,M303,MUCOCUTANEOUS LYMPH NODE SYNDROME [KAWASAKI],13
4698,M308,OTHER CONDITIONS RELATED TO POLYARTERITIS NODOSA,13
4699,M310,HYPERSENSITIVITY ANGIITIS,13
4700,M311,THROMBOTIC MICROANGIOPATHY,13
4701,M312,LETHAL MIDLINE GRANULOMA,13
4702,M313,WEGENER'S GRANULOMATOSIS,13
