id,description,icd
6456,OTHER CONGENITAL MALFORMATIONS OF BRONCHUS,6456
6457,CONGENITAL CYSTIC LUNG,6457
6458,ACCESSORY LOBE OF LUNG,6458
6459,SEQUESTRATION OF LUNG,6459
6460,AGENESIS OF LUNG,6460
6461,CONGENITAL BRONCHIECTASIS,6461
6462,ECTOPIC TISSUE IN LUNG,6462
6463,HYPOPLASIA AND DYSPLASIA OF LUNG,6463
6464,OTHER CONGENITAL MALFORMATIONS OF LUNG,6464
6465,CONGENITAL MALFORMATION OF LUNG UNSPECIFIED,6465
6466,ANOMALY OF PLEURA,6466
6467,CONGENITAL CYST OF MEDIASTINUM,6467
6468,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF RESPIRATORY SYSTEM,6468
6469,CONGENITAL MALFORMATION OF RESPIRATORY SYSTEM UNSPECIFIED,6469
6470,CLEFT HARD PALATE,6470
6471,CLEFT SOFT PALATE,6471
6472,CLEFT HARD PALATE WITH CLEFT SOFT PALATE,6472
6473,CLEFT UVULA,6473
6474,CLEFT PALATE UNSPECIFIED,6474
6475,CLEFT LIP BILATERAL,6475
6476,CLEFT LIP MEDIAN,6476
6477,CLEFT LIP UNILATERAL,6477
6478,CLEFT HARD PALATE WITH BILATERAL CLEFT LIP,6478
6479,CLEFT HARD PALATE WITH UNILATERAL CLEFT LIP,6479
6480,CLEFT SOFT PALATE WITH BILATERAL CLEFT LIP,6480
6481,CLEFT SOFT PALATE WITH UNILATERAL CLEFT LIP,6481
6482,CLEFT HARD AND SOFT PALATE WITH BILATERAL CLEFT LIP,6482
6483,CLEFT HARD AND SOFT PALATE WITH UNILATERAL CLEFT LIP,6483
6484,UNSPECIFIED CLEFT PALATE WITH BILATERAL CLEFT LIP,6484
6485,UNSPECIFIED CLEFT PALATE WITH UNILATERAL CLEFT LIP,6485
6486,CONGENITAL MALFORMATIONS OF LIPS NOT ELSEWHERE CLASSIFIED,6486
6487,ANKYLOGLOSSIA,6487
6488,MACROGLOSSIA,6488
6489,OTHER CONGENITAL MALFORMATIONS OF TONGUE,6489
6490,CONGENITAL MALFORMATIONS OF SALIVARY GLANDS AND DUCTS,6490
6491,CONGENITAL MALFORMATIONS OF PALATE NOT ELSEWHERE CLASSIFIED,6491
6492,OTHER CONGENITAL MALFORMATIONS OF MOUTH,6492
6493,PHARYNGEAL POUCH,6493
6494,OTHER CONGENITAL MALFORMATIONS OF PHARYNX,6494
6495,ATRESIA OF OESOPHAGUS WITHOUT FISTULA,6495
6496,ATRESIA OF OESOPHAGUS WITH TRACHEO OESOPHAGEAL FISTULA,6496
6497,CONGENITAL TRACHEO OESOPHAGEAL FISTULA WITHOUT ATRESIA,6497
6498,CONGENITAL STENOSIS AND STRICTURE OF OESOPHAGUS,6498
6499,OESOPHAGEAL WEB,6499
6500,CONGENITAL DILATATION OF OESOPHAGUS,6500
6501,DIVERTICULUM OF OESOPHAGUS,6501
6502,OTHER CONGENITAL MALFORMATIONS OF OESOPHAGUS,6502
6503,CONGENITAL MALFORMATION OF OESOPHAGUS UNSPECIFIED,6503
6504,CONGENITAL HYPERTROPHIC PYLORIC STENOSIS,6504
6505,CONGENITAL HIATUS HERNIA,6505
6506,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF STOMACH,6506
6507,CONGENITAL MALFORMATION OF STOMACH UNSPECIFIED,6507
6508,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF UPPER ALIMENTARY TRACT,6508
6509,CONGENITAL MALFORMATION OF UPPER ALIMENTARY TRACT UNSPECIFIED,6509
6510,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF DUODENUM,6510
6511,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF JEJUNUM,6511
6512,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF ILEUM,6512
6513,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF OTHER SPECIFIED PARTS OF SMALL INTESTINE,6513
6514,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF SMALL INTESTINE PART UNSPECIFIED,6514
6515,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF RECTUM WITH FISTULA,6515
6516,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF RECTUM WITHOUT FISTULA,6516
6517,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF ANUS WITH FISTULA,6517
6518,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF ANUS WITHOUT FISTULA,6518
6519,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF OTHER PARTS OF LARGE INTESTINE,6519
6520,CONGENITAL ABSENCE ATRESIA AND STENOSIS OF LARGE INTESTINE PART UNSPECIFIED,6520
6521,MECKEL S DIVERTICULUM,6521
6522,HIRSCHSPRUNG S DISEASE,6522
6523,OTHER CONGENITAL FUNCTIONAL DISORDERS OF COLON,6523
6524,CONGENITAL MALFORMATIONS OF INTESTINAL FIXATION,6524
6525,DUPLICATION OF INTESTINE,6525
6526,ECTOPIC ANUS,6526
6527,CONGENITAL FISTULA OF RECTUM AND ANUS,6527
6528,PERSISTENT CLOACA,6528
6529,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF INTESTINE,6529
6530,CONGENITAL MALFORMATION OF INTESTINE UNSPECIFIED,6530
6531,AGENESIS APLASIA AND HYPOPLASIA OF GALLBLADDER,6531
6532,OTHER CONGENITAL MALFORMATIONS OF GALLBLADDER,6532
6533,ATRESIA OF BILE DUCTS,6533
6534,CONGENITAL STENOSIS AND STRICTURE OF BILE DUCTS,6534
6535,CHOLEDOCHAL CYST,6535
6536,OTHER CONGENITAL MALFORMATIONS OF BILE DUCTS,6536
6537,CYSTIC DISEASE OF LIVER,6537
6538,OTHER CONGENITAL MALFORMATIONS OF LIVER,6538
6539,AGENESIS APLASIA AND HYPOPLASIA OF PANCREAS,6539
6540,ANNULAR PANCREAS,6540
6541,CONGENITAL PANCREATIC CYST,6541
6542,OTHER CONGENITAL MALFORMATIONS OF PANCREAS AND PANCREATIC DUCT,6542
6543,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF DIGESTIVE SYSTEM,6543
6544,CONGENITAL MALFORMATION OF DIGESTIVE SYSTEM UNSPECIFIED,6544
6545,CONGENITAL ABSENCE OF OVARY,6545
6546,DEVELOPMENTAL OVARIAN CYST,6546
6547,CONGENITAL TORSION OF OVARY,6547
6548,OTHER CONGENITAL MALFORMATIONS OF OVARY,6548
6549,EMBRYONIC CYST OF FALLOPIAN TUBE,6549
6550,EMBRYONIC CYST OF BROAD LIGAMENT,6550
6551,OTHER CONGENITAL MALFORMATIONS OF FALLOPIAN TUBE AND BROAD LIGAMENT,6551
6552,AGENESIS AND APLASIA OF UTERUS,6552
6553,DOUBLING OF UTERUS WITH DOUBLING OF CERVIX AND VAGINA,6553
6554,OTHER DOUBLING OF UTERUS,6554
6555,BICORNATE UTERUS,6555
6556,UNICORNATE UTERUS,6556
6557,AGENESIS AND APLASIA OF CERVIX,6557
6558,EMBRYONIC CYST OF CERVIX,6558
6559,CONGENITAL FISTULAE BETWEEN UTERUS AND DIGESTIVE AND URINARY TRACTS,6559
6560,OTHER CONGENITAL MALFORMATIONS OF UTERUS AND CERVIX,6560
6561,CONGENITAL MALFORMATION OF UTERUS AND CERVIX UNSPECIFIED,6561
6562,CONGENITAL ABSENCE OF VAGINA,6562
6563,DOUBLING OF VAGINA,6563
6564,CONGENITAL RECTOVAGINAL FISTULA,6564
6565,IMPERFORATE HYMEN,6565
6566,OTHER CONGENITAL MALFORMATIONS OF VAGINA,6566
6567,FUSION OF LABIA,6567
6568,CONGENITAL MALFORMATION OF CLITORIS,6568
6569,OTHER CONGENITAL MALFORMATIONS OF VULVA,6569
6570,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF FEMALE GENITALIA,6570
6571,CONGENITAL MALFORMATION OF FEMALE GENITALIA UNSPECIFIED,6571
6572,ECTOPIC TESTIS,6572
6573,UNDESCENDED TESTICLE UNILATERAL,6573
6574,UNDESCENDED TESTICLE BILATERAL,6574
6575,UNDESCENDED TESTICLE UNSPECIFIED,6575
6576,HYPOSPADIAS BALANIC,6576
6577,HYPOSPADIAS PENILE,6577
6578,HYPOSPADIAS PENOSCROTAL,6578
6579,HYPOSPADIAS PERINEAL,6579
6580,CONGENITAL CHORDEE,6580
6581,OTHER HYPOSPADIAS,6581
6582,HYPOSPADIAS UNSPECIFIED,6582
6583,ABSENCE AND APLASIA OF TESTIS,6583
6584,HYPOPLASIA OF TESTIS AND SCROTUM,6584
6585,OTHER CONGENITAL MALFORMATIONS OF TESTIS AND SCROTUM,6585
6586,ATRESIA OF VAS DEFERENS,6586
6587,OTHER CONGENITAL MALFORMATIONS OF VAS DEFERENS EPIDIDYMIS SEMINAL VESICLES AND PROSTATE,6587
6588,CONGENITAL ABSENCE AND APLASIA OF PENIS,6588
6589,OTHER CONGENITAL MALFORMATIONS OF PENIS,6589
6590,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF MALE GENITAL ORGANS,6590
6591,CONGENITAL MALFORMATION OF MALE GENITAL ORGAN UNSPECIFIED,6591
6592,HERMAPHRODITISM NOT ELSEWHERE CLASSIFIED,6592
6593,MALE PSEUDOHERMAPHRODITISM NOT ELSEWHERE CLASSIFIED,6593
6594,FEMALE PSEUDOHERMAPHRODITISM NOT ELSEWHERE CLASSIFIED,6594
6595,PSEUDOHERMAPHRODITISM UNSPECIFIED,6595
6596,INDETERMINATE SEX UNSPECIFIED,6596
6597,RENAL AGENESIS UNILATERAL,6597
6598,RENAL AGENESIS BILATERAL,6598
6599,RENAL AGENESIS UNSPECIFIED,6599
6600,RENAL HYPOPLASIA UNILATERAL,6600
6601,RENAL HYPOPLASIA BILATERAL,6601
6602,RENAL HYPOPLASIA UNSPECIFIED,6602
6603,POTTER S SYNDROME,6603
6604,CONGENITAL SINGLE RENAL CYST,6604
6605,POLYCYSTIC KIDNEY AUTOSOMAL RECESSIVE,6605
6606,POLYCYSTIC KIDNEY AUTOSOMAL DOMINANT,6606
6607,POLYCYSTIC KIDNEY UNSPECIFIED,6607
6608,RENAL DYSPLASIA,6608
6609,MEDULLARY CYSTIC KIDNEY,6609
6610,OTHER CYSTIC KIDNEY DISEASES,6610
6611,CYSTIC KIDNEY DISEASE UNSPECIFIED,6611
6612,CONGENITAL HYDRONEPHROSIS,6612
6613,ATRESIA AND STENOSIS OF URETER,6613
6614,CONGENITAL MEGALOURETER,6614
6615,OTHER OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER,6615
6616,AGENESIS OF URETER,6616
6617,DUPLICATION OF URETER,6617
6618,MALPOSITION OF URETER,6618
6619,CONGENITAL VESICO URETERO RENAL REFLUX,6619
6620,OTHER CONGENITAL MALFORMATIONS OF URETER,6620
6621,ACCESSORY KIDNEY,6621
6622,LOBULATED FUSED AND HORSESHOE KIDNEY,6622
6623,ECTOPIC KIDNEY,6623
6624,HYPERPLASTIC AND GIANT KIDNEY,6624
6625,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF KIDNEY,6625
6626,CONGENITAL MALFORMATION OF KIDNEY UNSPECIFIED,6626
6627,EPISPADIAS,6627
6628,EXSTROPHY OF URINARY BLADDER,6628
6629,CONGENITAL POSTERIOR URETHRAL VALVES,6629
6630,OTHER ATRESIA AND STENOSIS OF URETHRA AND BLADDER NECK,6630
6631,MALFORMATION OF URACHUS,6631
6632,CONGENITAL ABSENCE OF BLADDER AND URETHRA,6632
6633,CONGENITAL DIVERTICULUM OF BLADDER,6633
6634,OTHER CONGENITAL MALFORMATIONS OF BLADDER AND URETHRA,6634
6635,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF URINARY SYSTEM,6635
6636,CONGENITAL MALFORMATION OF URINARY SYSTEM UNSPECIFIED,6636
6637,CONGENITAL DISLOCATION OF HIP UNILATERAL,6637
6638,CONGENITAL DISLOCATION OF HIP BILATERAL,6638
6639,CONGENITAL DISLOCATION OF HIP UNSPECIFIED,6639
6640,CONGENITAL SUBLUXATION OF HIP UNILATERAL,6640
6641,CONGENITAL SUBLUXATION OF HIP BILATERAL,6641
6642,CONGENITAL SUBLUXATION OF HIP UNSPECIFIED,6642
6643,UNSTABLE HIP,6643
6644,OTHER CONGENITAL DEFORMITIES OF HIP,6644
6645,CONGENITAL DEFORMITY OF HIP UNSPECIFIED,6645
6646,TALIPES EQUINOVARUS,6646
6647,TALIPES CALCANEOVARUS,6647
6648,METATARSUS VARUS,6648
6649,OTHER CONGENITAL VARUS DEFORMITIES OF FEET,6649
6650,TALIPES CALCANEOVALGUS,6650
6651,CONGENITAL PES PLANUS,6651
6652,OTHER CONGENITAL VALGUS DEFORMITIES OF FEET,6652
6653,PES CAVUS,6653
6654,OTHER CONGENITAL DEFORMITIES OF FEET,6654
6655,CONGENITAL DEFORMITY OF FEET UNSPECIFIED,6655
6656,FACIAL ASYMMETRY,6656
6657,COMPRESSION FACIES,6657
6658,DOLICHOCEPHALY,6658
6659,PLAGIOCEPHALY,6659
6660,OTHER CONGENITAL DEFORMITIES OF SKULL FACE AND JAW,6660
6661,CONGENITAL DEFORMITY OF SPINE,6661
6662,PECTUS EXCAVATUM,6662
6663,PECTUS CARINATUM,6663
6664,OTHER CONGENITAL DEFORMITIES OF CHEST,6664
6665,CONGENITAL DEFORMITY OF STERNOCLEIDOMASTOID MUSCLE,6665
6666,CONGENITAL DEFORMITY OF HAND,6666
6667,CONGENITAL DEFORMITY OF KNEE,6667
6668,CONGENITAL BOWING OF FEMUR,6668
6669,CONGENITAL BOWING OF TIBIA AND FIBULA,6669
6670,CONGENITAL BOWING OF LONG BONES OF LEG UNSPECIFIED,6670
6671,OTHER SPECIFIED CONGENITAL MUSCULOSKELETAL DEFORMITIES,6671
6672,ACCESSORY FINGER S,6672
6673,ACCESSORY THUMB S,6673
6674,ACCESSORY TOE S,6674
6675,POLYDACTYLY UNSPECIFIED,6675
6676,FUSED FINGERS,6676
6677,WEBBED FINGERS,6677
6678,FUSED TOES,6678
6679,WEBBED TOES,6679
6680,POLYSYNDACTYLY,6680
6681,SYNDACTYLY UNSPECIFIED,6681
6682,CONGENITAL COMPLETE ABSENCE OF UPPER LIMB S,6682
6683,CONGENITAL ABSENCE OF UPPER ARM AND FOREARM WITH HAND PRESENT,6683
6684,CONGENITAL ABSENCE OF BOTH FOREARM AND HAND,6684
6685,CONGENITAL ABSENCE OF HAND AND FINGER S,6685
6686,LONGITUDINAL REDUCTION DEFECT OF RADIUS,6686
6687,LONGITUDINAL REDUCTION DEFECT OF ULNA,6687
6688,LOBSTER CLAW HAND,6688
6689,OTHER REDUCTION DEFECTS OF UPPER LIMB S,6689
6690,REDUCTION DEFECT OF UPPER LIMB UNSPECIFIED,6690
6691,CONGENITAL COMPLETE ABSENCE OF LOWER LIMB S,6691
6692,CONGENITAL ABSENCE OF THIGH AND LOWER LEG WITH FOOT PRESENT,6692
6693,CONGENITAL ABSENCE OF BOTH LOWER LEG AND FOOT,6693
6694,CONGENITAL ABSENCE OF FOOT AND TOE S,6694
6695,LONGITUDINAL REDUCTION DEFECT OF FEMUR,6695
6696,LONGITUDINAL REDUCTION DEFECT OF TIBIA,6696
6697,LONGITUDINAL REDUCTION DEFECT OF FIBULA,6697
6698,SPLIT FOOT,6698
6699,OTHER REDUCTION DEFECTS OF LOWER LIMB S,6699
6700,REDUCTION DEFECT OF LOWER LIMB UNSPECIFIED,6700
6701,CONGENITAL ABSENCE OF UNSPECIFIED LIMB S,6701
6702,PHOCOMELIA UNSPECIFIED LIMB S,6702
6703,OTHER REDUCTION DEFECTS OF UNSPECIFIED LIMB S,6703
6704,OTHER CONGENITAL MALFORMATIONS OF UPPER LIMB S INCLUDING SHOULDER GIRDLE,6704
6705,CONGENITAL MALFORMATION OF KNEE,6705
6706,OTHER CONGENITAL MALFORMATIONS OF LOWER LIMB S INCLUDING PELVIC GIRDLE,6706
6707,ARTHROGRYPOSIS MULTIPLEX CONGENITA,6707
6708,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF LIMB S,6708
6709,UNSPECIFIED CONGENITAL MALFORMATION OF LIMB S,6709
6710,CRANIOSYNOSTOSIS,6710
6711,CRANIOFACIAL DYSOSTOSIS,6711
6712,HYPERTELORISM,6712
6713,MACROCEPHALY,6713
6714,MANDIBULOFACIAL DYSOSTOSIS,6714
6715,OCULOMANDIBULAR DYSOSTOSIS,6715
6716,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF SKULL AND FACE BONES,6716
6717,CONGENITAL MALFORMATION OF SKULL AND FACE BONES UNSPECIFIED,6717
6718,SPINA BIFIDA OCCULTA,6718
6719,KLIPPEL FEIL SYNDROME,6719
6720,CONGENITAL SPONDYLOLISTHESIS,6720
6721,CONGENITAL SCOLIOSIS DUE TO CONGENITAL BONY MALFORMATION,6721
6722,OTHER CONGENITAL MALFORMATIONS OF SPINE NOT ASSOCIATED WITH SCOLIOSIS,6722
6723,CERVICAL RIB,6723
6724,OTHER CONGENITAL MALFORMATIONS OF RIBS,6724
6725,CONGENITAL MALFORMATION OF STERNUM,6725
6726,OTHER CONGENITAL MALFORMATIONS OF BONY THORAX,6726
6727,CONGENITAL MALFORMATION OF BONY THORAX UNSPECIFIED,6727
6728,ACHONDROGENESIS,6728
6729,THANATOPHORIC SHORT STATURE,6729
6730,SHORT RIB SYNDROME,6730
6731,CHONDRODYSPLASIA PUNCTATA,6731
6732,ACHONDROPLASIA,6732
6733,DYSTROPHIC DYSPLASIA,6733
6734,CHONDROECTODERMAL DYSPLASIA,6734
6735,SPONDYLOEPIPHYSEAL DYSPLASIA,6735
6736,OTHER OSTEOCHONDRODYSPLASIA WITH DEFECTS OF GROWTH OF TUBULAR BONES AND SPINE,6736
6737,OSTEOCHONDRODYSPLASIA WITH DEFECTS OF GROWTH OF TUBULAR BONES AND SPINE UNSPECIFIED,6737
6738,OSTEOGENESIS IMPERFECTA,6738
6739,POLYOSTOTIC FIBROUS DYSPLASIA,6739
6740,OSTEOPETROSIS,6740
6741,PROGRESSIVE DIAPHYSEAL DYSPLASIA,6741
6742,ENCHONDROMATOSIS,6742
6743,METAPHYSEAL DYSPLASIA,6743
6744,MULTIPLE CONGENITAL EXOSTOSES,6744
6745,OTHER SPECIFIED OSTEOCHONDRODYSPLASIAS,6745
6746,OSTEOCHONDRODYSPLASIA UNSPECIFIED,6746
6747,CONGENITAL DIAPHRAGMATIC HERNIA,6747
6748,OTHER CONGENITAL MALFORMATIONS OF DIAPHRAGM,6748
6749,EXOMPHALOS,6749
6750,GASTROSCHISIS,6750
6751,PRUNE BELLY SYNDROME,6751
6752,OTHER CONGENITAL MALFORMATIONS OF ABDOMINAL WALL,6752
6753,EHLERS DANLOS SYNDROME,6753
6754,OTHER CONGENITAL MALFORMATIONS OF MUSCULOSKELETAL SYSTEM,6754
6755,CONGENITAL MALFORMATION OF MUSCULOSKELETAL SYSTEM UNSPECIFIED,6755
6756,ICHTHYOSIS VULGARIS,6756
6757,X LINKED ICHTHYOSIS,6757
6758,LAMELLAR ICHTHYOSIS,6758
6759,CONGENITAL BULLOUS ICHTHYOSIFORM ERYTHRODERMA,6759
6760,HARLEQUIN FETUS,6760
6761,OTHER CONGENITAL ICHTHYOSIS,6761
6762,CONGENITAL ICHTHYOSIS UNSPECIFIED,6762
6763,EPIDERMOLYSIS BULLOSA SIMPLEX,6763
6764,EPIDERMOLYSIS BULLOSA LETALIS,6764
6765,EPIDERMOLYSIS BULLOSA DYSTROPHICA,6765
6766,OTHER EPIDERMOLYSIS BULLOSA,6766
6767,EPIDERMOLYSIS BULLOSA UNSPECIFIED,6767
6768,HEREDITARY LYMPHOEDEMA,6768
6769,XERODERMA PIGMENTOSUM,6769
6770,MASTOCYTOSIS,6770
6771,INCONTINENTIA PIGMENTI,6771
6772,ECTODERMAL DYSPLASIA ANHIDROTIC,6772
6773,CONGENITAL NON NEOPLASTIC NAEVUS,6773
6774,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF SKIN,6774
6775,CONGENITAL MALFORMATION OF SKIN UNSPECIFIED,6775
6776,CONGENITAL ABSENCE OF BREAST WITH ABSENT NIPPLE,6776
6777,ACCESSORY BREAST,6777
6778,ABSENT NIPPLE,6778
6779,ACCESSORY NIPPLE,6779
6780,OTHER CONGENITAL MALFORMATIONS OF BREAST,6780
6781,CONGENITAL MALFORMATION OF BREAST UNSPECIFIED,6781
6782,CONGENITAL ALOPECIA,6782
6783,CONGENITAL MORPHOLOGICAL DISTURBANCES OF HAIR NOT ELSEWHERE CLASSIFIED,6783
6784,OTHER CONGENITAL MALFORMATIONS OF HAIR,6784
6785,ANONYCHIA,6785
6786,CONGENITAL LEUKONYCHIA,6786
6787,ENLARGED AND HYPERTROPHIC NAILS,6787
6788,OTHER CONGENITAL MALFORMATIONS OF NAILS,6788
6789,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF INTEGUMENT,6789
6790,CONGENITAL MALFORMATION OF INTEGUMENT UNSPECIFIED,6790
6791,NEUROFIBROMATOSIS NONMALIGNANT,6791
6792,TUBEROUS SCLEROSIS,6792
6793,OTHER PHAKOMATOSES NOT ELSEWHERE CLASSIFIED,6793
6794,PHAKOMATOSIS UNSPECIFIED,6794
6795,FETAL ALCOHOL SYNDROME DYSMORPHIC,6795
6796,FETAL HYDANTOIN SYNDROME,6796
6797,DYSMORPHISM DUE TO WARFARIN,6797
6798,OTHER CONGENITAL MALFORMATION SYNDROMES DUE TO KNOWN EXOGENOUS CAUSES,6798
6799,CONGENITAL MALFORMATION SYNDROMES PREDOMINANTLY AFFECTING FACIAL APPEARANCE,6799
6800,CONGENITAL MALFORMATION SYNDROMES PREDOMINANTLY ASSOCIATED WITH SHORT STATURE,6800
6801,CONGENITAL MALFORMATION SYNDROMES PREDOMINANTLY INVOLVING LIMBS,6801
6802,CONGENITAL MALFORMATION SYNDROMES INVOLVING EARLY OVERGROWTH,6802
6803,MARFAN S SYNDROME,6803
6804,OTHER CONGENITAL MALFORMATION SYNDROMES WITH OTHER SKELETAL CHANGES,6804
6805,OTHER SPECIFIED CONGENITAL MALFORMATION SYNDROMES NOT ELSEWHERE CLASSIFIED,6805
6806,CONGENITAL MALFORMATIONS OF SPLEEN,6806
6807,CONGENITAL MALFORMATIONS OF ADRENAL GLAND,6807
6808,CONGENITAL MALFORMATIONS OF OTHER ENDOCRINE GLANDS,6808
6809,SITUS INVERSUS,6809
6810,CONJOINED TWINS,6810
6811,MULTIPLE CONGENITAL MALFORMATIONS NOT ELSEWHERE CLASSIFIED,6811
6812,OTHER SPECIFIED CONGENITAL MALFORMATIONS,6812
6813,CONGENITAL MALFORMATION UNSPECIFIED,6813
6814,TRISOMY 21 MEIOTIC NONDISJUNCTION,6814
6815,TRISOMY 21 MOSAICISM MITOTIC NONDISJUNCTION,6815
6816,TRISOMY 21 TRANSLOCATION,6816
6817,DOWN S SYNDROME UNSPECIFIED,6817
6818,TRISOMY 18 MEIOTIC NONDISJUNCTION,6818
6819,TRISOMY 18 MOSAICISM MITOTIC NONDISJUNCTION,6819
6820,TRISOMY 18 TRANSLOCATION,6820
6821,EDWARDS SYNDROME UNSPECIFIED,6821
6822,TRISOMY 13 MEIOTIC NONDISJUNCTION,6822
6823,TRISOMY 13 MOSAICISM MITOTIC NONDISJUNCTION,6823
6824,TRISOMY 13 TRANSLOCATION,6824
6825,PATAU S SYNDROME UNSPECIFIED,6825
6826,WHOLE CHROMOSOME TRISOMY MEIOTIC NONDISJUNCTION,6826
6827,WHOLE CHROMOSOME TRISOMY MOSAICISM MITOTIC NONDISJUNCTION,6827
6828,MAJOR PARTIAL TRISOMY,6828
6829,MINOR PARTIAL TRISOMY,6829
6830,DUPLICATIONS SEEN ONLY AT PROMETAPHASE,6830
6831,DUPLICATIONS WITH OTHER COMPLEX REARRANGEMENTS,6831
6832,EXTRA MARKER CHROMOSOMES,6832
6833,TRIPLOIDY AND POLYPLOIDY,6833
6834,OTHER SPECIFIED TRISOMIES AND PARTIAL TRISOMIES OF AUTOSOMES,6834
6835,TRISOMY AND PARTIAL TRISOMY OF AUTOSOMES UNSPECIFIED,6835
6836,WHOLE CHROMOSOME MONOSOMY MEIOTIC NONDISJUNCTION,6836
6837,WHOLE CHROMOSOME MONOSOMY MOSAICISM MITOTIC NONDISJUNCTION,6837
6838,CHROMOSOME REPLACED WITH RING OR DICENTRIC,6838
6839,DELETION OF SHORT ARM OF CHROMOSOME 4,6839
6840,DELETION OF SHORT ARM OF CHROMOSOME 5,6840
6841,OTHER DELETIONS OF PART OF A CHROMOSOME,6841
6842,DELETIONS SEEN ONLY AT PROMETAPHASE,6842
6843,DELETIONS WITH OTHER COMPLEX REARRANGEMENTS,6843
6844,OTHER DELETIONS FROM THE AUTOSOMES,6844
6845,DELETION FROM AUTOSOMES UNSPECIFIED,6845
6846,BALANCED TRANSLOCATION AND INSERTION IN NORMAL INDIVIDUAL,6846
6847,CHROMOSOME INVERSION IN NORMAL INDIVIDUAL,6847
6848,BALANCED AUTOSOMAL REARRANGEMENT IN ABNORMAL INDIVIDUAL,6848
6849,BALANCED SEX AUTOSOMAL REARRANGEMENT IN ABNORMAL INDIVIDUAL,6849
6850,INDIVIDUALS WITH MARKER HETEROCHROMATIN,6850
6851,INDIVIDUALS WITH AUTOSOMAL FRAGILE SITE,6851
6852,OTHER BALANCED REARRANGEMENTS AND STRUCTURAL MARKERS,6852
6853,BALANCED REARRANGEMENT AND STRUCTURAL MARKER UNSPECIFIED,6853
6854,KARYOTYPE 45 X,6854
6855,KARYOTYPE 46 X ISO XQ,6855
6856,KARYOTYPE 46 X WITH ABNORMAL SEX CHROMOSOME EXCEPT ISO XQ,6856
6857,MOSAICISM 45 X 46 XX OR XY,6857
6858,MOSAICISM 45 X OTHER CELL LINE S WITH ABNORMAL SEX CHROMOSOME,6858
6859,OTHER VARIANTS OF TURNER S SYNDROME,6859
6860,TURNER S SYNDROME UNSPECIFIED,6860
6861,KARYOTYPE 47 XXX,6861
6862,FEMALE WITH MORE THAN THREE X CHROMOSOMES,6862
6863,MOSAICISM LINES WITH VARIOUS NUMBERS OF X CHROMOSOMES,6863
6864,FEMALE WITH 46 XY KARYOTYPE,6864
6865,OTHER SPECIFIED SEX CHROMOSOME ABNORMALITIES FEMALE PHENOTYPE,6865
6866,SEX CHROMOSOME ABNORMALITY FEMALE PHENOTYPE UNSPECIFIED,6866
6867,KLINEFELTER S SYNDROME KARYOTYPE 47 XXY,6867
6868,KLINEFELTER S SYNDROME MALE WITH MORE THAN TWO X CHROMOSOMES,6868
6869,KLINEFELTER S SYNDROME MALE WITH 46 XX KARYOTYPE,6869
6870,OTHER MALE WITH 46 XX KARYOTYPE,6870
6871,KLINEFELTER S SYNDROME UNSPECIFIED,6871
6872,KARYOTYPE 47 XYY,6872
6873,MALE WITH STRUCTURALLY ABNORMAL SEX CHROMOSOME,6873
6874,MALE WITH SEX CHROMOSOME MOSAICISM,6874
6875,OTHER SPECIFIED SEX CHROMOSOME ABNORMALITIES MALE PHENOTYPE,6875
6876,SEX CHROMOSOME ABNORMALITY MALE PHENOTYPE UNSPECIFIED,6876
6877,CHIMERA 46 XX 46 XY,6877
6878,46 XX TRUE HERMAPHRODITE,6878
6879,FRAGILE X CHROMOSOME,6879
6880,OTHER SPECIFIED CHROMOSOME ABNORMALITIES,6880
6881,CHROMOSOMAL ABNORMALITY UNSPECIFIED,6881
6882,TACHYCARDIA UNSPECIFIED,6882
6883,BRADYCARDIA UNSPECIFIED,6883
6884,PALPITATIONS,6884
6885,OTHER AND UNSPECIFIED ABNORMALITIES OF HEART BEAT,6885
6886,BENIGN AND INNOCENT CARDIAC MURMURS,6886
6887,CARDIAC MURMUR UNSPECIFIED,6887
6888,OTHER CARDIAC SOUNDS,6888
